"Year","Ethnicity","Sex","Cause_of_Death","Count","Percent"
"2009","",,"PARKINSONS DISEASE","16","0"
"2009","",,"PEPTIC ULCER","10","0"
"2009","",,"PSYCH. SUBSTANCE USE  and  ACCIDENTAL DRUG POISONING","145","3"
"2009","",,"SEPTICEMIA","22","0"
"2009","",,"SHORT GESTATION/LBW","24","0"
"2009","",,"VIRAL HEPATITIS","94","2"
"2009","-",,"ACCIDENTS EXCEPT DRUG POISONING","71","1"
"2009","-",,"ALZHEIMERS DISEASE","79","1"
"2009","-",,"ANEMIAS","16","0"
"2009","-",,"AORTIC ANEURYSM AND DISSECTION","19","0"
"2009","-",,"ASSAULT (HOMICIDE)","29","0"
"2009","-",,"ATHEROSCLEROSIS","30","0"
"2009","-",,"BENIGN AND UNCERTAIN NEOPLASMS","35","0"
"2009","-",,"CEREBROVASCULAR DISEASE","245","3"
"2009","-",,"CHRONIC LIVER DISEASE AND CIRRHOSIS","35","0"
"2009","-",,"CHRONIC LOWER RESPIRATORY DISEASES","188","3"
"2009","-",,"CONGENITAL MALFORMATIONS,DEFORMATIONS","34","0"
"2009","-",,"DIABETES MELLITUS","384","5"
"2009","-",,"DISEASES OF HEART","2535","35"
"2009","-",,"ESSENTIAL HYPERTENSION AND RENAL DISEASES","227","3"
"2009","-",,"HUMAN IMMUNODEFICIENCY VIRUS DISEASE","208","3"
"2009","-",,"INFLUENZA AND PNEUMONIA","281","4"
"2009","-",,"INTENTIONAL SELF-HARM (SUICIDE)","17","0"
"2009","-",,"MALIGNANT NEOPLASMS","1736","24"
"2009","-",,"MENTAL DISORDERS DUE TO USE OF ALCOHOL","22","0"
"2009","-",,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS","75","1"
"2009","-",,"PREGNANCY, CHILDBIRTH AND THE PUERPERIUM","24","0"
"2009","-",,"PSYCH. SUBSTANCE USE  and  ACCIDENTAL DRUG POISONING","73","1"
"2009","-",,"SEPTICEMIA","46","1"
"2009","-",,"SHORT GESTATION/LBW","26","0"
"2009","-",,"VIRAL HEPATITIS","40","1"
"2009","-",,"ACCIDENTS EXCEPT DRUG POISONING","134","2"
"2009","-",,"ALZHEIMERS DISEASE","30","0"
"2009","-",,"ANEMIAS","18","0"
"2009","-",,"AORTIC ANEURYSM AND DISSECTION","23","0"
"2009","-",,"ASSAULT (HOMICIDE)","255","4"
"2009","-",,"ATHEROSCLEROSIS","21","0"
"2009","-",,"BENIGN AND UNCERTAIN NEOPLASMS","24","0"
"2009","-",,"CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD","18","0"
"2009","-",,"CEREBROVASCULAR DISEASE","154","2"
"2009","-",,"CHRONIC LIVER DISEASE AND CIRRHOSIS","67","1"
"2009","-",,"CHRONIC LOWER RESPIRATORY DISEASES","147","2"
"2009","-",,"CONGENITAL MALFORMATIONS,DEFORMATIONS","43","1"
"2009","-",,"DIABETES MELLITUS","285","4"
"2009","-",,"DISEASES OF HEART","2068","32"
"2009","-",,"ESSENTIAL HYPERTENSION AND RENAL DISEASES","131","2"
"2009","-",,"HUMAN IMMUNODEFICIENCY VIRUS DISEASE","329","5"
"2009","-",,"INFLUENZA AND PNEUMONIA","207","3"
"2009","-",,"INTENTIONAL SELF-HARM (SUICIDE)","58","1"
"2009","-",,"MALIGNANT NEOPLASMS","1557","24"
"2009","-",,"MENTAL DISORDERS DUE TO USE OF ALCOHOL","49","1"
"2009","-",,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS","60","1"
"2009","-",,"PSYCH. SUBSTANCE USE  and  ACCIDENTAL DRUG POISONING","113","2"
"2009","-",,"SEPTICEMIA","33","1"
"2009","-",,"SHORT GESTATION/LBW","31","0"
"2009","-",,"VIRAL HEPATITIS","56","1"
"2009","-",,"ACCIDENTS EXCEPT DRUG POISONING","178","1"
"2009","-",,"ALZHEIMERS DISEASE","205","2"
"2009","-",,"AORTIC ANEURYSM AND DISSECTION","29","0"
"2009","-",,"ASSAULT (HOMICIDE)","20","0"
"2009","-",,"ATHEROSCLEROSIS","73","1"
"2009","-",,"BENIGN AND UNCERTAIN NEOPLASMS","62","0"
"2009","-",,"CEREBROVASCULAR DISEASE","390","3"
"2009","-",,"CHRONIC LIVER DISEASE AND CIRRHOSIS","59","0"
"2009","-",,"CHRONIC LOWER RESPIRATORY DISEASES","458","3"
"2009","-",,"CONGENITAL MALFORMATIONS,DEFORMATIONS","26","0"
"2009","-",,"DIABETES MELLITUS","229","2"
"2009","-",,"DISEASES OF HEART","6297","46"
"2009","-",,"ESSENTIAL HYPERTENSION AND RENAL DISEASES","215","2"
"2009","-",,"HUMAN IMMUNODEFICIENCY VIRUS DISEASE","22","0"
"2009","-",,"INFLUENZA AND PNEUMONIA","629","5"
"2009","-",,"INTENTIONAL SELF-HARM (SUICIDE)","58","0"
"2009","-",,"MALIGNANT NEOPLASMS","3346","24"
"2009","-",,"MENTAL DISORDERS DUE TO USE OF ALCOHOL","22","0"
"2009","-",,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS","70","1"
"2009","-",,"PARKINSONS DISEASE","34","0"
"2009","-",,"PEPTIC ULCER","14","0"
"2009","-",,"PSYCH. SUBSTANCE USE  and  ACCIDENTAL DRUG POISONING","76","1"
"2009","-",,"SEPTICEMIA","62","0"
"2009","-",,"SHORT GESTATION/LBW","13","0"
"2009","-",,"VIRAL HEPATITIS","35","0"
"2009","-",,"ACCIDENTS EXCEPT DRUG POISONING","281","2"
"2009","-",,"ALZHEIMERS DISEASE","96","1"
"2009","-",,"AORTIC ANEURYSM AND DISSECTION","42","0"
"2009","-",,"ASSAULT (HOMICIDE)","38","0"
"2009","-",,"ATHEROSCLEROSIS","68","1"
"2009","-",,"BENIGN AND UNCERTAIN NEOPLASMS","81","1"
"2009","-",,"CEREBROVASCULAR DISEASE","227","2"
"2009","-",,"CHOLELITHIASIS AND DISORDERS OF GALLBLADDER","17","0"
"2009","-",,"CHRONIC LIVER DISEASE AND CIRRHOSIS","139","1"
"2009","-",,"CHRONIC LOWER RESPIRATORY DISEASES","371","3"
"2009","-",,"CONGENITAL MALFORMATIONS,DEFORMATIONS","49","0"
"2009","-",,"DIABETES MELLITUS","290","2"
"2009","-",,"DISEASES OF HEART","5168","41"
"2009","-",,"ESSENTIAL HYPERTENSION AND RENAL DISEASES","148","1"
"2009","-",,"HUMAN IMMUNODEFICIENCY VIRUS DISEASE","68","1"
"2009","-",,"INFLUENZA AND PNEUMONIA","555","4"
"2009","-",,"INTENTIONAL SELF-HARM (SUICIDE)","191","2"
"2009","-",,"MALIGNANT NEOPLASMS","3237","26"
"2009","-",,"MENTAL DISORDERS DUE TO USE OF ALCOHOL","64","1"
"2009","-",,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS","75","1"
"2009","-",,"PARKINSONS DISEASE","80","1"
"2009","-",,"PEPTIC ULCER","33","0"
"2009","-",,"PSYCH. SUBSTANCE USE  and  ACCIDENTAL DRUG POISONING","221","2"
"2009","-",,"SEPTICEMIA","46","0"
"2009","-",,"VIRAL HEPATITIS","90","1"
"2010","",,"ACCIDENTS EXCEPT DRUG POISONING","26","2"
"2010","",,"ALZHEIMERS DISEASE","14","1"
"2010","",,"ASSAULT (HOMICIDE)","7","1"
"2010","",,"BENIGN AND UNCERTAIN NEOPLASMS","9","1"
"2010","",,"CEREBROVASCULAR DISEASE","89","6"
"2010","",,"CHRONIC LIVER DISEASE AND CIRRHOSIS","10","1"
"2010","",,"CHRONIC LOWER RESPIRATORY DISEASES","28","2"
"2010","",,"CONGENITAL MALFORMATIONS,DEFORMATIONS","7","1"
"2010","",,"DIABETES MELLITUS","51","4"
"2010","",,"DISEASES OF HEART","394","29"
"2010","",,"ESSENTIAL HYPERTENSION AND RENAL DISEASES","33","2"
"2010","",,"INFLUENZA AND PNEUMONIA","74","5"
"2010","",,"INTENTIONAL SELF-HARM (SUICIDE)","17","1"
"2010","",,"MALIGNANT NEOPLASMS","416","30"
"2010","",,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS","15","1"
"2010","",,"SEPTICEMIA","7","1"
"2010","",,"VIRAL HEPATITIS","5","0"
"2010","",,"ACCIDENTS EXCEPT DRUG POISONING","55","3"
"2010","",,"ALZHEIMERS DISEASE","9","1"
"2010","",,"ANEMIAS","5","0"
"2010","",,"AORTIC ANEURYSM AND DISSECTION","5","0"
"2010","",,"ASSAULT (HOMICIDE)","9","1"
"2010","",,"ATHEROSCLEROSIS","6","0"
"2010","",,"BENIGN AND UNCERTAIN NEOPLASMS","7","0"
"2010","",,"CEREBROVASCULAR DISEASE","83","5"
"2010","",,"CHOLELITHIASIS AND DISORDERS OF GALLBLADDER","6","0"
"2010","",,"CHRONIC LIVER DISEASE AND CIRRHOSIS","18","1"
"2010","",,"CHRONIC LOWER RESPIRATORY DISEASES","61","3"
"2010","",,"CONGENITAL MALFORMATIONS,DEFORMATIONS","9","1"
"2010","",,"DIABETES MELLITUS","64","4"
"2010","",,"DISEASES OF HEART","479","27"
"2010","",,"ESSENTIAL HYPERTENSION AND RENAL DISEASES","30","2"
"2010","",,"INFLUENZA AND PNEUMONIA","108","6"
"2010","",,"INTENTIONAL SELF-HARM (SUICIDE)","46","3"
"2010","",,"MALIGNANT NEOPLASMS","527","30"
"2010","",,"MENTAL DISORDERS DUE TO USE OF ALCOHOL","9","1"
"2010","",,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS","11","1"
"2010","",,"PARKINSONS DISEASE","7","0"
"2010","",,"SEPTICEMIA","11","1"
"2010","",,"SHORT GESTATION/LBW","7","0"
"2010","",,"TUBERCULOSIS","5","0"
"2010","",,"VIRAL HEPATITIS","14","1"
"2010","",,"ACCIDENTS EXCEPT DRUG POISONING","59","1"
"2010","",,"ALZHEIMERS DISEASE","71","2"
"2010","",,"ASSAULT (HOMICIDE)","22","0"
"2010","",,"ATHEROSCLEROSIS","15","0"
"2010","",,"BENIGN AND UNCERTAIN NEOPLASMS","23","1"
"2010","",,"CEREBROVASCULAR DISEASE","168","4"
"2010","",,"CHOLELITHIASIS AND DISORDERS OF GALLBLADDER","10","0"
"2010","",,"CHRONIC LIVER DISEASE AND CIRRHOSIS","49","1"
"2010","",,"CHRONIC LOWER RESPIRATORY DISEASES","156","4"
"2010","",,"CONGENITAL MALFORMATIONS,DEFORMATIONS","42","1"
"2010","",,"DIABETES MELLITUS","219","5"
"2010","",,"DISEASES OF HEART","1316","30"
"2010","",,"ESSENTIAL HYPERTENSION AND RENAL DISEASES","95","2"
"2010","",,"HUMAN IMMUNODEFICIENCY VIRUS DISEASE","79","2"
"2010","",,"INFLUENZA AND PNEUMONIA","228","5"
"2010","",,"INTENTIONAL SELF-HARM (SUICIDE)","27","1"
"2010","",,"MALIGNANT NEOPLASMS","1045","24"
"2010","",,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS","48","1"
"2010","",,"PARKINSONS DISEASE","16","0"
"2010","",,"PEPTIC ULCER","9","0"
"2010","",,"PREGNANCY, CHILDBIRTH AND THE PUERPERIUM","11","0"
"2010","",,"PSYCH. SUBSTANCE USE  and  ACCIDENTAL DRUG POISONING","50","1"
"2010","",,"SEPTICEMIA","33","1"
"2010","",,"SHORT GESTATION/LBW","19","0"
"2010","",,"VIRAL HEPATITIS","40","1"
"2010","",,"ACCIDENTS EXCEPT DRUG POISONING","132","3"
"2010","",,"ALZHEIMERS DISEASE","31","1"
"2010","",,"AORTIC ANEURYSM AND DISSECTION","28","1"
"2010","",,"ASSAULT (HOMICIDE)","120","2"
"2010","",,"ATHEROSCLEROSIS","13","0"
"2010","",,"BENIGN AND UNCERTAIN NEOPLASMS","18","0"
"2010","",,"CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD","14","0"
"2010","",,"CEREBROVASCULAR DISEASE","140","3"
"2010","",,"CHRONIC LIVER DISEASE AND CIRRHOSIS","150","3"
"2010","",,"CHRONIC LOWER RESPIRATORY DISEASES","149","3"
"2010","",,"CONGENITAL MALFORMATIONS,DEFORMATIONS","38","1"
"2010","",,"DIABETES MELLITUS","187","4"
"2010","",,"DISEASES OF HEART","1355","28"
"2010","",,"ESSENTIAL HYPERTENSION AND RENAL DISEASES","75","2"
"2010","",,"HUMAN IMMUNODEFICIENCY VIRUS DISEASE","189","4"
"2010","",,"INFLUENZA AND PNEUMONIA","235","5"
"2010","",,"INTENTIONAL SELF-HARM (SUICIDE)","75","2"
"2010","",,"MALIGNANT NEOPLASMS","1057","22"
"2010","",,"MENTAL DISORDERS DUE TO USE OF ALCOHOL","46","1"
"2010","",,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS","44","1"
"2010","",,"PARKINSONS DISEASE","18","0"
"2010","",,"PSYCH. SUBSTANCE USE  and  ACCIDENTAL DRUG POISONING","138","3"
"2010","",,"SEPTICEMIA","31","1"
"2010","",,"SHORT GESTATION/LBW","21","0"
"2010","",,"VIRAL HEPATITIS","88","2"
"2010","-",,"ACCIDENTS EXCEPT DRUG POISONING","58","1"
"2010","-",,"ALZHEIMERS DISEASE","88","1"
"2010","-",,"ANEMIAS","19","0"
"2010","-",,"AORTIC ANEURYSM AND DISSECTION","16","0"
"2010","-",,"ASSAULT (HOMICIDE)","47","1"
"2010","-",,"ATHEROSCLEROSIS","23","0"
"2010","-",,"BENIGN AND UNCERTAIN NEOPLASMS","26","0"
"2010","-",,"CEREBROVASCULAR DISEASE","259","4"
"2010","-",,"CHRONIC LIVER DISEASE AND CIRRHOSIS","43","1"
"2010","-",,"CHRONIC LOWER RESPIRATORY DISEASES","206","3"
"2010","-",,"CONGENITAL MALFORMATIONS,DEFORMATIONS","33","0"
"2010","-",,"DIABETES MELLITUS","384","5"
"2010","-",,"DISEASES OF HEART","2282","32"
"2010","-",,"ESSENTIAL HYPERTENSION AND RENAL DISEASES","252","4"
"2010","-",,"HUMAN IMMUNODEFICIENCY VIRUS DISEASE","152","2"
"2010","-",,"INFLUENZA AND PNEUMONIA","275","4"
"2010","-",,"INTENTIONAL SELF-HARM (SUICIDE)","19","0"
"2010","-",,"MALIGNANT NEOPLASMS","1768","25"
"2010","-",,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS","86","1"
"2010","-",,"PEPTIC ULCER","15","0"
"2010","-",,"PREGNANCY, CHILDBIRTH AND THE PUERPERIUM","18","0"
"2010","-",,"PSYCH. SUBSTANCE USE  and  ACCIDENTAL DRUG POISONING","63","1"
"2010","-",,"SEPTICEMIA","55","1"
"2010","-",,"SHORT GESTATION/LBW","29","0"
"2010","-",,"VIRAL HEPATITIS","33","0"
"2010","-",,"ACCIDENTS EXCEPT DRUG POISONING","147","2"
"2010","-",,"ALZHEIMERS DISEASE","20","0"
"2010","-",,"ANEMIAS","20","0"
"2010","-",,"AORTIC ANEURYSM AND DISSECTION","25","0"
"2010","-",,"ASSAULT (HOMICIDE)","301","5"
"2010","-",,"ATHEROSCLEROSIS","20","0"
"2010","-",,"BENIGN AND UNCERTAIN NEOPLASMS","19","0"
"2010","-",,"CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD","15","0"
"2010","-",,"CEREBROVASCULAR DISEASE","171","3"
"2010","-",,"CHRONIC LIVER DISEASE AND CIRRHOSIS","68","1"
"2010","-",,"CHRONIC LOWER RESPIRATORY DISEASES","202","3"
"2010","-",,"CONGENITAL MALFORMATIONS,DEFORMATIONS","34","1"
"2010","-",,"DIABETES MELLITUS","279","4"
"2010","-",,"DISEASES OF HEART","2015","31"
"2010","-",,"ESSENTIAL HYPERTENSION AND RENAL DISEASES","178","3"
"2007","",,"ACCIDENTS EXCEPT DRUG POISONING","32","2"
"2007","",,"ALZHEIMERS DISEASE","7","1"
"2007","",,"AORTIC ANEURYSM AND DISSECTION","9","1"
"2007","",,"ASSAULT (HOMICIDE)","6","0"
"2007","",,"ATHEROSCLEROSIS","5","0"
"2007","",,"BENIGN AND UNCERTAIN NEOPLASMS","6","0"
"2007","",,"CEREBROVASCULAR DISEASE","70","5"
"2007","",,"CHRONIC LIVER DISEASE AND CIRRHOSIS","6","0"
"2007","",,"CHRONIC LOWER RESPIRATORY DISEASES","29","2"
"2007","",,"DIABETES MELLITUS","34","3"
"2007","",,"DISEASES OF HEART","428","33"
"2007","",,"ESSENTIAL HYPERTENSION AND RENAL DISEASES","22","2"
"2007","",,"INFLUENZA AND PNEUMONIA","58","5"
"2007","",,"INTENTIONAL SELF-HARM (SUICIDE)","22","2"
"2007","",,"MALIGNANT NEOPLASMS","396","31"
"2007","",,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS","13","1"
"2007","",,"PARKINSONS DISEASE","5","0"
"2007","",,"PEPTIC ULCER","6","0"
"2007","",,"VIRAL HEPATITIS","7","1"
"2007","",,"ACCIDENTS EXCEPT DRUG POISONING","54","3"
"2007","",,"AORTIC ANEURYSM AND DISSECTION","5","0"
"2007","",,"BENIGN AND UNCERTAIN NEOPLASMS","9","1"
"2007","",,"CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD","5","0"
"2007","",,"CEREBROVASCULAR DISEASE","56","4"
"2007","",,"CHRONIC LIVER DISEASE AND CIRRHOSIS","18","1"
"2007","",,"CHRONIC LOWER RESPIRATORY DISEASES","43","3"
"2007","",,"CONGENITAL MALFORMATIONS,DEFORMATIONS","12","1"
"2007","",,"DIABETES MELLITUS","47","3"
"2007","",,"DISEASES OF HEART","497","31"
"2007","",,"ESSENTIAL HYPERTENSION AND RENAL DISEASES","25","2"
"2007","",,"INFLUENZA AND PNEUMONIA","68","4"
"2007","",,"INTENTIONAL SELF-HARM (SUICIDE)","38","2"
"2007","",,"MALIGNANT NEOPLASMS","528","33"
"2007","",,"MENTAL DISORDERS DUE TO USE OF ALCOHOL","11","1"
"2007","",,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS","14","1"
"2007","",,"PEPTIC ULCER","5","0"
"2007","",,"PSYCH. SUBSTANCE USE  and  ACCIDENTAL DRUG POISONING","7","0"
"2007","",,"SEPTICEMIA","10","1"
"2007","",,"VIRAL HEPATITIS","12","1"
"2007","",,"ACCIDENTS EXCEPT DRUG POISONING","72","2"
"2007","",,"ALZHEIMERS DISEASE","43","1"
"2007","",,"AORTIC ANEURYSM AND DISSECTION","19","0"
"2007","",,"ASSAULT (HOMICIDE)","22","1"
"2007","",,"ATHEROSCLEROSIS","12","0"
"2007","",,"BENIGN AND UNCERTAIN NEOPLASMS","12","0"
"2007","",,"CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD","8","0"
"2007","",,"CEREBROVASCULAR DISEASE","164","4"
"2007","",,"CHOLELITHIASIS AND DISORDERS OF GALLBLADDER","9","0"
"2007","",,"CHRONIC LIVER DISEASE AND CIRRHOSIS","37","1"
"2007","",,"CHRONIC LOWER RESPIRATORY DISEASES","116","3"
"2007","",,"CONGENITAL MALFORMATIONS,DEFORMATIONS","28","1"
"2007","",,"DIABETES MELLITUS","205","5"
"2007","",,"DISEASES OF HEART","1418","34"
"2007","",,"ESSENTIAL HYPERTENSION AND RENAL DISEASES","78","2"
"2007","",,"HUMAN IMMUNODEFICIENCY VIRUS DISEASE","109","3"
"2007","",,"INFLUENZA AND PNEUMONIA","190","5"
"2007","",,"INTENTIONAL SELF-HARM (SUICIDE)","25","1"
"2007","",,"MALIGNANT NEOPLASMS","969","23"
"2007","",,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS","45","1"
"2007","",,"PREGNANCY, CHILDBIRTH AND THE PUERPERIUM","8","0"
"2007","",,"PSYCH. SUBSTANCE USE  and  ACCIDENTAL DRUG POISONING","48","1"
"2007","",,"SEPTICEMIA","49","1"
"2007","",,"SHORT GESTATION/LBW","13","0"
"2007","",,"VIRAL HEPATITIS","37","1"
"2007","",,"ACCIDENTS EXCEPT DRUG POISONING","154","3"
"2007","",,"ALZHEIMERS DISEASE","11","0"
"2007","",,"AORTIC ANEURYSM AND DISSECTION","21","0"
"2007","",,"ASSAULT (HOMICIDE)","114","2"
"2007","",,"ATHEROSCLEROSIS","11","0"
"2007","",,"BENIGN AND UNCERTAIN NEOPLASMS","20","0"
"2007","",,"CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD","11","0"
"2007","",,"CEREBROVASCULAR DISEASE","126","3"
"2007","",,"CHRONIC LIVER DISEASE AND CIRRHOSIS","107","2"
"2007","",,"CHRONIC LOWER RESPIRATORY DISEASES","106","2"
"2007","",,"CONGENITAL MALFORMATIONS,DEFORMATIONS","29","1"
"2007","",,"DIABETES MELLITUS","177","4"
"2007","",,"DISEASES OF HEART","1327","29"
"2007","",,"ESSENTIAL HYPERTENSION AND RENAL DISEASES","76","2"
"2007","",,"HUMAN IMMUNODEFICIENCY VIRUS DISEASE","218","5"
"2007","",,"INFLUENZA AND PNEUMONIA","189","4"
"2007","",,"INTENTIONAL SELF-HARM (SUICIDE)","56","1"
"2007","",,"MALIGNANT NEOPLASMS","1013","22"
"2007","",,"MENTAL DISORDERS DUE TO USE OF ALCOHOL","56","1"
"2007","",,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS","39","1"
"2007","",,"PARKINSONS DISEASE","7","0"
"2007","",,"PSYCH. SUBSTANCE USE  and  ACCIDENTAL DRUG POISONING","183","4"
"2007","",,"RESPIRATORY DISTRESS OF NEWBORN","7","0"
"2007","",,"SEPTICEMIA","31","1"
"2007","",,"SHORT GESTATION/LBW","13","0"
"2007","",,"VIRAL HEPATITIS","90","2"
"2007","-",,"ACCIDENTS EXCEPT DRUG POISONING","87","1"
"2007","-",,"ALZHEIMERS DISEASE","41","1"
"2007","-",,"ANEMIAS","18","0"
"2007","-",,"AORTIC ANEURYSM AND DISSECTION","25","0"
"2007","-",,"ASSAULT (HOMICIDE)","41","1"
"2007","-",,"ATHEROSCLEROSIS","30","0"
"2007","-",,"BENIGN AND UNCERTAIN NEOPLASMS","38","1"
"2007","-",,"CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD","16","0"
"2007","-",,"CEREBROVASCULAR DISEASE","279","4"
"2007","-",,"CHRONIC LIVER DISEASE AND CIRRHOSIS","33","0"
"2007","-",,"CHRONIC LOWER RESPIRATORY DISEASES","163","2"
"2007","-",,"CONGENITAL MALFORMATIONS,DEFORMATIONS","37","0"
"2007","-",,"DIABETES MELLITUS","358","5"
"2007","-",,"DISEASES OF HEART","2722","36"
"2007","-",,"ESSENTIAL HYPERTENSION AND RENAL DISEASES","166","2"
"2007","-",,"HUMAN IMMUNODEFICIENCY VIRUS DISEASE","248","3"
"2007","-",,"INFLUENZA AND PNEUMONIA","295","4"
"2007","-",,"INTENTIONAL SELF-HARM (SUICIDE)","20","0"
"2007","-",,"MALIGNANT NEOPLASMS","1800","24"
"2007","-",,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS","80","1"
"2007","-",,"PREGNANCY, CHILDBIRTH AND THE PUERPERIUM","25","0"
"2007","-",,"PSYCH. SUBSTANCE USE  and  ACCIDENTAL DRUG POISONING","87","1"
"2007","-",,"SEPTICEMIA","89","1"
"2007","-",,"SHORT GESTATION/LBW","15","0"
"2007","-",,"VIRAL HEPATITIS","32","0"
"2007","-",,"ACCIDENTS EXCEPT DRUG POISONING","158","2"
"2007","-",,"ALZHEIMERS DISEASE","18","0"
"2007","-",,"ANEMIAS","19","0"
"2007","-",,"AORTIC ANEURYSM AND DISSECTION","33","0"
"2007","-",,"ASSAULT (HOMICIDE)","267","4"
"2007","-",,"ATHEROSCLEROSIS","29","0"
"2007","-",,"BENIGN AND UNCERTAIN NEOPLASMS","22","0"
"2007","-",,"CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD","24","0"
"2007","-",,"CEREBROVASCULAR DISEASE","213","3"
"2007","-",,"CHRONIC LIVER DISEASE AND CIRRHOSIS","78","1"
"2007","-",,"CHRONIC LOWER RESPIRATORY DISEASES","137","2"
"2007","-",,"CONGENITAL MALFORMATIONS,DEFORMATIONS","33","0"
"2007","-",,"DIABETES MELLITUS","246","4"
"2007","-",,"DISEASES OF HEART","2121","32"
"2007","-",,"ESSENTIAL HYPERTENSION AND RENAL DISEASES","137","2"
"2007","-",,"HUMAN IMMUNODEFICIENCY VIRUS DISEASE","377","6"
"2007","-",,"INFLUENZA AND PNEUMONIA","230","3"
"2007","-",,"INTENTIONAL SELF-HARM (SUICIDE)","58","1"
"2007","-",,"MALIGNANT NEOPLASMS","1523","23"
"2007","-",,"MENTAL DISORDERS DUE TO USE OF ALCOHOL","49","1"
"2007","-",,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS","58","1"
"2007","-",,"PEPTIC ULCER","13","0"
"2007","-",,"PSYCH. SUBSTANCE USE  and  ACCIDENTAL DRUG POISONING","163","2"
"2007","-",,"SEPTICEMIA","67","1"
"2007","-",,"SHORT GESTATION/LBW","20","0"
"2007","-",,"VIRAL HEPATITIS","60","1"
"2007","-",,"ACCIDENTS EXCEPT DRUG POISONING","162","1"
"2007","-",,"ALZHEIMERS DISEASE","107","1"
"2007","-",,"AORTIC ANEURYSM AND DISSECTION","37","0"
"2007","-",,"ASSAULT (HOMICIDE)","12","0"
"2007","-",,"ATHEROSCLEROSIS","39","0"
"2007","-",,"BENIGN AND UNCERTAIN NEOPLASMS","60","0"
"2007","-",,"CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD","12","0"
"2007","-",,"CEREBROVASCULAR DISEASE","372","3"
"2007","-",,"CHOLELITHIASIS AND DISORDERS OF GALLBLADDER","18","0"
"2007","-",,"CHRONIC LIVER DISEASE AND CIRRHOSIS","54","0"
"2007","-",,"CHRONIC LOWER RESPIRATORY DISEASES","472","3"
"2007","-",,"CONGENITAL MALFORMATIONS,DEFORMATIONS","40","0"
"2007","-",,"DIABETES MELLITUS","231","2"
"2007","-",,"DISEASES OF HEART","7050","49"
"2007","-",,"ESSENTIAL HYPERTENSION AND RENAL DISEASES","155","1"
"2007","-",,"HUMAN IMMUNODEFICIENCY VIRUS DISEASE","40","0"
"2007","-",,"INFLUENZA AND PNEUMONIA","659","5"
"2007","-",,"INTENTIONAL SELF-HARM (SUICIDE)","64","0"
"2007","-",,"MALIGNANT NEOPLASMS","3519","24"
"2007","-",,"MENTAL DISORDERS DUE TO USE OF ALCOHOL","23","0"
"2007","-",,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS","89","1"
"2007","-",,"PARKINSONS DISEASE","35","0"
"2007","-",,"PEPTIC ULCER","28","0"
"2007","-",,"PSYCH. SUBSTANCE USE  and  ACCIDENTAL DRUG POISONING","85","1"
"2007","-",,"SEPTICEMIA","79","1"
"2007","-",,"SHORT GESTATION/LBW","12","0"
"2007","-",,"VIRAL HEPATITIS","36","0"
"2007","-",,"ACCIDENTS EXCEPT DRUG POISONING","297","2"
"2007","-",,"ALZHEIMERS DISEASE","49","0"
"2007","-",,"AORTIC ANEURYSM AND DISSECTION","73","1"
"2007","-",,"ASSAULT (HOMICIDE)","41","0"
"2007","-",,"ATHEROSCLEROSIS","45","0"
"2007","-",,"BENIGN AND UNCERTAIN NEOPLASMS","75","1"
"2007","-",,"CEREBROVASCULAR DISEASE","267","2"
"2007","-",,"CHRONIC LIVER DISEASE AND CIRRHOSIS","112","1"
"2007","-",,"CHRONIC LOWER RESPIRATORY DISEASES","345","3"
"2007","-",,"CONGENITAL MALFORMATIONS,DEFORMATIONS","53","0"
"2007","-",,"DIABETES MELLITUS","237","2"
"2007","-",,"DISEASES OF HEART","5632","43"
"2007","-",,"ESSENTIAL HYPERTENSION AND RENAL DISEASES","123","1"
"2007","-",,"HUMAN IMMUNODEFICIENCY VIRUS DISEASE","103","1"
"2007","-",,"INFLUENZA AND PNEUMONIA","530","4"
