"ETHNICITY","SEX","CAUSE","YEAR_","COUNT_","PERCENT_"
"ASIAN  and  PACIFIC ISLANDER","FEMALE","DISEASES OF HEART","2011","402","26"
"ASIAN  and  PACIFIC ISLANDER","FEMALE","ESSENTIAL HYPERTENSION AND RENAL DISEASES","2011","46","3"
"ASIAN  and  PACIFIC ISLANDER","FEMALE","INFLUENZA AND PNEUMONIA","2011","84","6"
"ASIAN  and  PACIFIC ISLANDER","FEMALE","INTENTIONAL SELF-HARM (SUICIDE)","2011","23","2"
"ASIAN  and  PACIFIC ISLANDER","FEMALE","MALIGNANT NEOPLASMS","2011","454","30"
"ASIAN  and  PACIFIC ISLANDER","FEMALE","NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS","2011","18","1"
"ASIAN  and  PACIFIC ISLANDER","FEMALE","PARKINSONS DISEASE","2011","5","0"
"ASIAN  and  PACIFIC ISLANDER","FEMALE","SEPTICEMIA","2011","11","1"
"ASIAN  and  PACIFIC ISLANDER","FEMALE","VIRAL HEPATITIS","2011","6","0"
"ASIAN  and  PACIFIC ISLANDER","MALE","ACCIDENTS EXCEPT DRUG POISONING","2011","61","3"
"ASIAN  and  PACIFIC ISLANDER","MALE","ALZHEIMERS DISEASE","2011","18","1"
"ASIAN  and  PACIFIC ISLANDER","MALE","AORTIC ANEURYSM AND DISSECTION","2011","6","0"
"ASIAN  and  PACIFIC ISLANDER","MALE","ASSAULT (HOMICIDE)","2011","9","0"
"ASIAN  and  PACIFIC ISLANDER","MALE","ATHEROSCLEROSIS","2011","6","0"
"ASIAN  and  PACIFIC ISLANDER","MALE","BENIGN AND UNCERTAIN NEOPLASMS","2011","11","1"
"ASIAN  and  PACIFIC ISLANDER","MALE","CEREBROVASCULAR DISEASE","2011","79","4"
"ASIAN  and  PACIFIC ISLANDER","MALE","CHRONIC LIVER DISEASE AND CIRRHOSIS","2011","15","1"
"ASIAN  and  PACIFIC ISLANDER","MALE","CHRONIC LOWER RESPIRATORY DISEASES","2011","73","4"
"ASIAN  and  PACIFIC ISLANDER","MALE","CONGENITAL MALFORMATIONS,DEFORMATIONS","2011","13","1"
"ASIAN  and  PACIFIC ISLANDER","MALE","DIABETES MELLITUS","2011","60","3"
"ASIAN  and  PACIFIC ISLANDER","MALE","DISEASES OF HEART","2011","452","25"
"ASIAN  and  PACIFIC ISLANDER","MALE","ESSENTIAL HYPERTENSION AND RENAL DISEASES","2011","37","2"
"ASIAN  and  PACIFIC ISLANDER","MALE","INFLUENZA AND PNEUMONIA","2011","94","5"
"ASIAN  and  PACIFIC ISLANDER","MALE","INTENTIONAL SELF-HARM (SUICIDE)","2011","50","3"
"ASIAN  and  PACIFIC ISLANDER","MALE","MALIGNANT NEOPLASMS","2011","550","30"
"ASIAN  and  PACIFIC ISLANDER","MALE","MENTAL DISORDERS DUE TO USE OF ALCOHOL","2011","11","1"
"ASIAN  and  PACIFIC ISLANDER","MALE","NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS","2011","17","1"
"ASIAN  and  PACIFIC ISLANDER","MALE","PARKINSONS DISEASE","2011","11","1"
"ASIAN  and  PACIFIC ISLANDER","MALE","PSYCH. SUBSTANCE USE  and  ACCIDENTAL DRUG POISONING","2011","5","0"
"ASIAN  and  PACIFIC ISLANDER","MALE","SEPTICEMIA","2011","15","1"
"ASIAN  and  PACIFIC ISLANDER","MALE","SHORT GESTATION/LBW","2011","5","0"
"ASIAN  and  PACIFIC ISLANDER","MALE","TUBERCULOSIS","2011","10","1"
"ASIAN  and  PACIFIC ISLANDER","MALE","VIRAL HEPATITIS","2011","16","1"
"HISPANIC","FEMALE","ACCIDENTS EXCEPT DRUG POISONING","2011","52","1"
"HISPANIC","FEMALE","ALZHEIMERS DISEASE","2011","90","2"
"HISPANIC","FEMALE","AORTIC ANEURYSM AND DISSECTION","2011","12","0"
"HISPANIC","FEMALE","ASSAULT (HOMICIDE)","2011","20","0"
"HISPANIC","FEMALE","ATHEROSCLEROSIS","2011","15","0"
"HISPANIC","FEMALE","BENIGN AND UNCERTAIN NEOPLASMS","2011","17","0"
"HISPANIC","FEMALE","CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD","2011","8","0"
"HISPANIC","FEMALE","CEREBROVASCULAR DISEASE","2011","179","4"
"HISPANIC","FEMALE","CHRONIC LIVER DISEASE AND CIRRHOSIS","2011","39","1"
"HISPANIC","FEMALE","CHRONIC LOWER RESPIRATORY DISEASES","2011","156","3"
"HISPANIC","FEMALE","CONGENITAL MALFORMATIONS,DEFORMATIONS","2011","21","0"
"HISPANIC","FEMALE","DIABETES MELLITUS","2011","196","4"
"HISPANIC","FEMALE","DISEASES OF HEART","2011","1348","30"
"HISPANIC","FEMALE","ESSENTIAL HYPERTENSION AND RENAL DISEASES","2011","83","2"
"HISPANIC","FEMALE","HUMAN IMMUNODEFICIENCY VIRUS DISEASE","2011","70","2"
"HISPANIC","FEMALE","INFLUENZA AND PNEUMONIA","2011","218","5"
"HISPANIC","FEMALE","INTENTIONAL SELF-HARM (SUICIDE)","2011","21","0"
"HISPANIC","FEMALE","MALIGNANT NEOPLASMS","2011","1085","24"
"HISPANIC","FEMALE","NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS","2011","42","1"
"HISPANIC","FEMALE","PARKINSONS DISEASE","2011","16","0"
"HISPANIC","FEMALE","PREGNANCY, CHILDBIRTH AND THE PUERPERIUM","2011","12","0"
"HISPANIC","FEMALE","PSYCH. SUBSTANCE USE  and  ACCIDENTAL DRUG POISONING","2011","56","1"
"HISPANIC","FEMALE","SEPTICEMIA","2011","42","1"
"HISPANIC","FEMALE","SHORT GESTATION/LBW","2011","16","0"
"HISPANIC","FEMALE","VIRAL HEPATITIS","2011","39","1"
"HISPANIC","MALE","ACCIDENTS EXCEPT DRUG POISONING","2011","180","4"
"HISPANIC","MALE","ALZHEIMERS DISEASE","2011","38","1"
"HISPANIC","MALE","ANEMIAS","2011","10","0"
"HISPANIC","MALE","AORTIC ANEURYSM AND DISSECTION","2011","20","0"
"HISPANIC","MALE","ASSAULT (HOMICIDE)","2011","115","2"
"HISPANIC","MALE","BENIGN AND UNCERTAIN NEOPLASMS","2011","18","0"
"HISPANIC","MALE","CEREBROVASCULAR DISEASE","2011","147","3"
"HISPANIC","MALE","CHRONIC LIVER DISEASE AND CIRRHOSIS","2011","167","3"
"HISPANIC","MALE","CHRONIC LOWER RESPIRATORY DISEASES","2011","124","3"
"HISPANIC","MALE","CONGENITAL MALFORMATIONS,DEFORMATIONS","2011","37","1"
"HISPANIC","MALE","DIABETES MELLITUS","2011","200","4"
"HISPANIC","MALE","DISEASES OF HEART","2011","1201","25"
"HISPANIC","MALE","ESSENTIAL HYPERTENSION AND RENAL DISEASES","2011","69","1"
"HISPANIC","MALE","HUMAN IMMUNODEFICIENCY VIRUS DISEASE","2011","162","3"
"HISPANIC","MALE","INFLUENZA AND PNEUMONIA","2011","209","4"
"HISPANIC","MALE","INTENTIONAL SELF-HARM (SUICIDE)","2011","93","2"
"HISPANIC","MALE","MALIGNANT NEOPLASMS","2011","1144","23"
"HISPANIC","MALE","MENTAL DISORDERS DUE TO USE OF ALCOHOL","2011","48","1"
"HISPANIC","MALE","NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS","2011","44","1"
"HISPANIC","MALE","PARKINSONS DISEASE","2011","21","0"
"HISPANIC","MALE","PEPTIC ULCER","2011","9","0"
"HISPANIC","MALE","PSYCH. SUBSTANCE USE  and  ACCIDENTAL DRUG POISONING","2011","145","3"
"HISPANIC","MALE","SEPTICEMIA","2011","40","1"
"HISPANIC","MALE","SHORT GESTATION/LBW","2011","12","0"
"HISPANIC","MALE","VIRAL HEPATITIS","2011","105","2"
"NON-HISPANIC BLACK","FEMALE","ACCIDENTS EXCEPT DRUG POISONING","2011","76","1"
"NON-HISPANIC BLACK","FEMALE","ALZHEIMERS DISEASE","2011","90","1"
"NON-HISPANIC BLACK","FEMALE","ANEMIAS","2011","13","0"
"NON-HISPANIC BLACK","FEMALE","AORTIC ANEURYSM AND DISSECTION","2011","19","0"
"NON-HISPANIC BLACK","FEMALE","ASSAULT (HOMICIDE)","2011","52","1"
"NON-HISPANIC BLACK","FEMALE","ATHEROSCLEROSIS","2011","20","0"
"NON-HISPANIC BLACK","FEMALE","BENIGN AND UNCERTAIN NEOPLASMS","2011","41","1"
"NON-HISPANIC BLACK","FEMALE","CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD","2011","16","0"
"NON-HISPANIC BLACK","FEMALE","CEREBROVASCULAR DISEASE","2011","281","4"
"NON-HISPANIC BLACK","FEMALE","CHRONIC LIVER DISEASE AND CIRRHOSIS","2011","39","1"
"NON-HISPANIC BLACK","FEMALE","CHRONIC LOWER RESPIRATORY DISEASES","2011","221","3"
"NON-HISPANIC BLACK","FEMALE","CONGENITAL MALFORMATIONS,DEFORMATIONS","2011","29","0"
"NON-HISPANIC BLACK","FEMALE","DIABETES MELLITUS","2011","410","6"
"NON-HISPANIC BLACK","FEMALE","DISEASES OF HEART","2011","2243","30"
"NON-HISPANIC BLACK","FEMALE","ESSENTIAL HYPERTENSION AND RENAL DISEASES","2011","225","3"
"NON-HISPANIC BLACK","FEMALE","HUMAN IMMUNODEFICIENCY VIRUS DISEASE","2011","144","2"
"NON-HISPANIC BLACK","FEMALE","INFLUENZA AND PNEUMONIA","2011","273","4"
"NON-HISPANIC BLACK","FEMALE","MALIGNANT NEOPLASMS","2011","1918","26"
"NON-HISPANIC BLACK","FEMALE","MENTAL DISORDERS DUE TO USE OF ALCOHOL","2011","17","0"
"NON-HISPANIC BLACK","FEMALE","NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS","2011","83","1"
"NON-HISPANIC BLACK","FEMALE","PEPTIC ULCER","2011","22","0"
"NON-HISPANIC BLACK","FEMALE","PREGNANCY, CHILDBIRTH AND THE PUERPERIUM","2011","13","0"
"NON-HISPANIC BLACK","FEMALE","PSYCH. SUBSTANCE USE  and  ACCIDENTAL DRUG POISONING","2011","65","1"
"NON-HISPANIC BLACK","FEMALE","SEPTICEMIA","2011","52","1"
"NON-HISPANIC BLACK","FEMALE","SHORT GESTATION/LBW","2011","27","0"
"NON-HISPANIC BLACK","FEMALE","VIRAL HEPATITIS","2011","33","0"
"NON-HISPANIC BLACK","MALE","ACCIDENTS EXCEPT DRUG POISONING","2011","133","2"
"NON-HISPANIC BLACK","MALE","ALZHEIMERS DISEASE","2011","39","1"
"NON-HISPANIC BLACK","MALE","ANEMIAS","2011","24","0"
"NON-HISPANIC BLACK","MALE","AORTIC ANEURYSM AND DISSECTION","2011","29","0"
"NON-HISPANIC BLACK","MALE","ASSAULT (HOMICIDE)","2011","266","4"
"NON-HISPANIC BLACK","MALE","ATHEROSCLEROSIS","2011","15","0"
"NON-HISPANIC BLACK","MALE","BENIGN AND UNCERTAIN NEOPLASMS","2011","16","0"
"NON-HISPANIC BLACK","MALE","CEREBROVASCULAR DISEASE","2011","200","3"
"NON-HISPANIC BLACK","MALE","CHRONIC LIVER DISEASE AND CIRRHOSIS","2011","66","1"
"NON-HISPANIC BLACK","MALE","CHRONIC LOWER RESPIRATORY DISEASES","2011","200","3"
"NON-HISPANIC BLACK","MALE","CONGENITAL MALFORMATIONS,DEFORMATIONS","2011","31","0"
"NON-HISPANIC BLACK","MALE","DIABETES MELLITUS","2011","307","5"
"NON-HISPANIC BLACK","MALE","DISEASES OF HEART","2011","1840","28"
"NON-HISPANIC BLACK","MALE","ESSENTIAL HYPERTENSION AND RENAL DISEASES","2011","154","2"
"NON-HISPANIC BLACK","MALE","HUMAN IMMUNODEFICIENCY VIRUS DISEASE","2011","277","4"
"NON-HISPANIC BLACK","MALE","INFLUENZA AND PNEUMONIA","2011","243","4"
"NON-HISPANIC BLACK","MALE","INTENTIONAL SELF-HARM (SUICIDE)","2011","53","1"
"NON-HISPANIC BLACK","MALE","MALIGNANT NEOPLASMS","2011","1590","24"
"NON-HISPANIC BLACK","MALE","MENTAL DISORDERS DUE TO USE OF ALCOHOL","2011","45","1"
"NON-HISPANIC BLACK","MALE","NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS","2011","76","1"
"NON-HISPANIC BLACK","MALE","PEPTIC ULCER","2011","18","0"
"NON-HISPANIC BLACK","MALE","PSYCH. SUBSTANCE USE  and  ACCIDENTAL DRUG POISONING","2011","135","2"
"NON-HISPANIC BLACK","MALE","SEPTICEMIA","2011","54","1"
"NON-HISPANIC BLACK","MALE","SHORT GESTATION/LBW","2011","17","0"
"NON-HISPANIC BLACK","MALE","VIRAL HEPATITIS","2011","56","1"
"NON-HISPANIC WHITE","FEMALE","ACCIDENTS EXCEPT DRUG POISONING","2011","184","1"
"NON-HISPANIC WHITE","FEMALE","ALZHEIMERS DISEASE","2011","231","2"
"NON-HISPANIC WHITE","FEMALE","ANEMIAS","2011","15","0"
"NON-HISPANIC WHITE","FEMALE","AORTIC ANEURYSM AND DISSECTION","2011","27","0"
"NON-HISPANIC WHITE","FEMALE","ASSAULT (HOMICIDE)","2011","20","0"
"NON-HISPANIC WHITE","FEMALE","ATHEROSCLEROSIS","2011","58","0"
"NON-HISPANIC WHITE","FEMALE","BENIGN AND UNCERTAIN NEOPLASMS","2011","73","1"
"NON-HISPANIC WHITE","FEMALE","CEREBROVASCULAR DISEASE","2011","466","3"
"NON-HISPANIC WHITE","FEMALE","CHOLELITHIASIS AND DISORDERS OF GALLBLADDER","2011","15","0"
"NON-HISPANIC WHITE","FEMALE","CHRONIC LIVER DISEASE AND CIRRHOSIS","2011","79","1"
"NON-HISPANIC WHITE","FEMALE","CHRONIC LOWER RESPIRATORY DISEASES","2011","510","4"
"NON-HISPANIC WHITE","FEMALE","CONGENITAL MALFORMATIONS,DEFORMATIONS","2011","39","0"
"NON-HISPANIC WHITE","FEMALE","DIABETES MELLITUS","2011","253","2"
"NON-HISPANIC WHITE","FEMALE","DISEASES OF HEART","2011","5016","37"
"NON-HISPANIC WHITE","FEMALE","ESSENTIAL HYPERTENSION AND RENAL DISEASES","2011","199","1"
"NON-HISPANIC WHITE","FEMALE","HUMAN IMMUNODEFICIENCY VIRUS DISEASE","2011","19","0"
"NON-HISPANIC WHITE","FEMALE","INFLUENZA AND PNEUMONIA","2011","696","5"
"NON-HISPANIC WHITE","FEMALE","INTENTIONAL SELF-HARM (SUICIDE)","2011","68","1"
"NON-HISPANIC WHITE","FEMALE","MALIGNANT NEOPLASMS","2011","3373","25"
"NON-HISPANIC WHITE","FEMALE","MENTAL DISORDERS DUE TO USE OF ALCOHOL","2011","19","0"
"NON-HISPANIC WHITE","FEMALE","NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS","2011","76","1"
"NON-HISPANIC WHITE","FEMALE","PARKINSONS DISEASE","2011","55","0"
"NON-HISPANIC WHITE","FEMALE","PEPTIC ULCER","2011","24","0"
"NON-HISPANIC WHITE","FEMALE","PSYCH. SUBSTANCE USE  and  ACCIDENTAL DRUG POISONING","2011","88","1"
"NON-HISPANIC WHITE","FEMALE","SEPTICEMIA","2011","86","1"
"NON-HISPANIC WHITE","FEMALE","VIRAL HEPATITIS","2011","32","0"
"NON-HISPANIC WHITE","MALE","ACCIDENTS EXCEPT DRUG POISONING","2011","272","2"
"NON-HISPANIC WHITE","MALE","ALZHEIMERS DISEASE","2011","89","1"
"NON-HISPANIC WHITE","MALE","AORTIC ANEURYSM AND DISSECTION","2011","44","0"
"NON-HISPANIC WHITE","MALE","ASSAULT (HOMICIDE)","2011","33","0"
"NON-HISPANIC WHITE","MALE","ATHEROSCLEROSIS","2011","29","0"
"NON-HISPANIC WHITE","MALE","BENIGN AND UNCERTAIN NEOPLASMS","2011","76","1"
"NON-HISPANIC WHITE","MALE","CEREBROVASCULAR DISEASE","2011","290","2"
"NON-HISPANIC WHITE","MALE","CHRONIC LIVER DISEASE AND CIRRHOSIS","2011","127","1"
"NON-HISPANIC WHITE","MALE","CHRONIC LOWER RESPIRATORY DISEASES","2011","444","4"
"NON-HISPANIC WHITE","MALE","CONGENITAL MALFORMATIONS,DEFORMATIONS","2011","55","0"
"NON-HISPANIC WHITE","MALE","DIABETES MELLITUS","2011","258","2"
"NON-HISPANIC WHITE","MALE","DISEASES OF HEART","2011","4220","35"
"NON-HISPANIC WHITE","MALE","ESSENTIAL HYPERTENSION AND RENAL DISEASES","2011","142","1"
"NON-HISPANIC WHITE","MALE","HUMAN IMMUNODEFICIENCY VIRUS DISEASE","2011","75","1"
"NON-HISPANIC WHITE","MALE","INFLUENZA AND PNEUMONIA","2011","646","5"
"NON-HISPANIC WHITE","MALE","INTENTIONAL SELF-HARM (SUICIDE)","2011","177","1"
"NON-HISPANIC WHITE","MALE","MALIGNANT NEOPLASMS","2011","3222","27"
"NON-HISPANIC WHITE","MALE","MENTAL DISORDERS DUE TO USE OF ALCOHOL","2011","60","0"
"NON-HISPANIC WHITE","MALE","NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS","2011","89","1"
"NON-HISPANIC WHITE","MALE","PARKINSONS DISEASE","2011","77","1"
"NON-HISPANIC WHITE","MALE","PEPTIC ULCER","2011","21","0"
"NON-HISPANIC WHITE","MALE","PSYCH. SUBSTANCE USE  and  ACCIDENTAL DRUG POISONING","2011","254","2"
"NON-HISPANIC WHITE","MALE","SEPTICEMIA","2011","75","1"
"NON-HISPANIC WHITE","MALE","SHORT GESTATION/LBW","2011","15","0"
"NON-HISPANIC WHITE","MALE","VIRAL HEPATITIS","2011","76","1"
"ASIAN  and  PACIFIC ISLANDER","FEMALE","ACCIDENTS EXCEPT DRUG POISONING","2007","32","2"
"ASIAN  and  PACIFIC ISLANDER","FEMALE","ALZHEIMERS DISEASE","2007","7","1"
"ASIAN  and  PACIFIC ISLANDER","FEMALE","AORTIC ANEURYSM AND DISSECTION","2007","9","1"
"ASIAN  and  PACIFIC ISLANDER","FEMALE","ASSAULT (HOMICIDE)","2007","6","0"
"ASIAN  and  PACIFIC ISLANDER","FEMALE","ATHEROSCLEROSIS","2007","5","0"
"ASIAN  and  PACIFIC ISLANDER","FEMALE","BENIGN AND UNCERTAIN NEOPLASMS","2007","6","0"
"ASIAN  and  PACIFIC ISLANDER","FEMALE","CEREBROVASCULAR DISEASE","2007","70","5"
"ASIAN  and  PACIFIC ISLANDER","FEMALE","CHRONIC LIVER DISEASE AND CIRRHOSIS","2007","6","0"
"ASIAN  and  PACIFIC ISLANDER","FEMALE","CHRONIC LOWER RESPIRATORY DISEASES","2007","29","2"
"ASIAN  and  PACIFIC ISLANDER","FEMALE","DIABETES MELLITUS","2007","34","3"
"ASIAN  and  PACIFIC ISLANDER","FEMALE","DISEASES OF HEART","2007","428","33"
"ASIAN  and  PACIFIC ISLANDER","FEMALE","ESSENTIAL HYPERTENSION AND RENAL DISEASES","2007","22","2"
"ASIAN  and  PACIFIC ISLANDER","FEMALE","INFLUENZA AND PNEUMONIA","2007","58","5"
"ASIAN  and  PACIFIC ISLANDER","FEMALE","INTENTIONAL SELF-HARM (SUICIDE)","2007","22","2"
"ASIAN  and  PACIFIC ISLANDER","FEMALE","MALIGNANT NEOPLASMS","2007","396","31"
"ASIAN  and  PACIFIC ISLANDER","FEMALE","NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS","2007","13","1"
"ASIAN  and  PACIFIC ISLANDER","FEMALE","PARKINSONS DISEASE","2007","5","0"
"ASIAN  and  PACIFIC ISLANDER","FEMALE","PEPTIC ULCER","2007","6","0"
"ASIAN  and  PACIFIC ISLANDER","FEMALE","VIRAL HEPATITIS","2007","7","1"
"ASIAN  and  PACIFIC ISLANDER","MALE","ACCIDENTS EXCEPT DRUG POISONING","2007","54","3"
"ASIAN  and  PACIFIC ISLANDER","MALE","AORTIC ANEURYSM AND DISSECTION","2007","5","0"
"ASIAN  and  PACIFIC ISLANDER","MALE","BENIGN AND UNCERTAIN NEOPLASMS","2007","9","1"
"ASIAN  and  PACIFIC ISLANDER","MALE","CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD","2007","5","0"
"ASIAN  and  PACIFIC ISLANDER","MALE","CEREBROVASCULAR DISEASE","2007","56","4"
"ASIAN  and  PACIFIC ISLANDER","MALE","CHRONIC LIVER DISEASE AND CIRRHOSIS","2007","18","1"
"ASIAN  and  PACIFIC ISLANDER","MALE","CHRONIC LOWER RESPIRATORY DISEASES","2007","43","3"
"ASIAN  and  PACIFIC ISLANDER","MALE","CONGENITAL MALFORMATIONS,DEFORMATIONS","2007","12","1"
"ASIAN  and  PACIFIC ISLANDER","MALE","DIABETES MELLITUS","2007","47","3"
"ASIAN  and  PACIFIC ISLANDER","MALE","DISEASES OF HEART","2007","497","31"
"ASIAN  and  PACIFIC ISLANDER","MALE","ESSENTIAL HYPERTENSION AND RENAL DISEASES","2007","25","2"
"ASIAN  and  PACIFIC ISLANDER","MALE","INFLUENZA AND PNEUMONIA","2007","68","4"
"ASIAN  and  PACIFIC ISLANDER","MALE","INTENTIONAL SELF-HARM (SUICIDE)","2007","38","2"
"ASIAN  and  PACIFIC ISLANDER","MALE","MALIGNANT NEOPLASMS","2007","528","33"
"ASIAN  and  PACIFIC ISLANDER","MALE","MENTAL DISORDERS DUE TO USE OF ALCOHOL","2007","11","1"
"ASIAN  and  PACIFIC ISLANDER","MALE","NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS","2007","14","1"
"ASIAN  and  PACIFIC ISLANDER","MALE","PEPTIC ULCER","2007","5","0"
"ASIAN  and  PACIFIC ISLANDER","MALE","PSYCH. SUBSTANCE USE  and  ACCIDENTAL DRUG POISONING","2007","7","0"
"ASIAN  and  PACIFIC ISLANDER","MALE","SEPTICEMIA","2007","10","1"
"ASIAN  and  PACIFIC ISLANDER","MALE","VIRAL HEPATITIS","2007","12","1"
"HISPANIC","FEMALE","ACCIDENTS EXCEPT DRUG POISONING","2007","72","2"
"HISPANIC","FEMALE","ALZHEIMERS DISEASE","2007","43","1"
"HISPANIC","FEMALE","AORTIC ANEURYSM AND DISSECTION","2007","19","0"
"HISPANIC","FEMALE","ASSAULT (HOMICIDE)","2007","22","1"
"HISPANIC","FEMALE","ATHEROSCLEROSIS","2007","12","0"
"HISPANIC","FEMALE","BENIGN AND UNCERTAIN NEOPLASMS","2007","12","0"
"HISPANIC","FEMALE","CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD","2007","8","0"
"HISPANIC","FEMALE","CEREBROVASCULAR DISEASE","2007","164","4"
"HISPANIC","FEMALE","CHOLELITHIASIS AND DISORDERS OF GALLBLADDER","2007","9","0"
"HISPANIC","FEMALE","CHRONIC LIVER DISEASE AND CIRRHOSIS","2007","37","1"
"HISPANIC","FEMALE","CHRONIC LOWER RESPIRATORY DISEASES","2007","116","3"
"HISPANIC","FEMALE","CONGENITAL MALFORMATIONS,DEFORMATIONS","2007","28","1"
"HISPANIC","FEMALE","DIABETES MELLITUS","2007","205","5"
"HISPANIC","FEMALE","DISEASES OF HEART","2007","1418","34"
"HISPANIC","FEMALE","ESSENTIAL HYPERTENSION AND RENAL DISEASES","2007","78","2"
"HISPANIC","FEMALE","HUMAN IMMUNODEFICIENCY VIRUS DISEASE","2007","109","3"
"HISPANIC","FEMALE","INFLUENZA AND PNEUMONIA","2007","190","5"
"HISPANIC","FEMALE","INTENTIONAL SELF-HARM (SUICIDE)","2007","25","1"
"HISPANIC","FEMALE","MALIGNANT NEOPLASMS","2007","969","23"
"HISPANIC","FEMALE","NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS","2007","45","1"
"HISPANIC","FEMALE","PREGNANCY, CHILDBIRTH AND THE PUERPERIUM","2007","8","0"
"HISPANIC","FEMALE","PSYCH. SUBSTANCE USE  and  ACCIDENTAL DRUG POISONING","2007","48","1"
"HISPANIC","FEMALE","SEPTICEMIA","2007","49","1"
"ASIAN  and  PACIFIC ISLANDER","FEMALE","ALZHEIMERS DISEASE","2009","14","1"
"ASIAN  and  PACIFIC ISLANDER","FEMALE","ASSAULT (HOMICIDE)","2009","5","0"
"ASIAN  and  PACIFIC ISLANDER","FEMALE","ATHEROSCLEROSIS","2009","8","1"
"ASIAN  and  PACIFIC ISLANDER","FEMALE","BENIGN AND UNCERTAIN NEOPLASMS","2009","7","1"
"ASIAN  and  PACIFIC ISLANDER","FEMALE","CEREBROVASCULAR DISEASE","2009","61","4"
"ASIAN  and  PACIFIC ISLANDER","FEMALE","CHRONIC LIVER DISEASE AND CIRRHOSIS","2009","5","0"
"ASIAN  and  PACIFIC ISLANDER","FEMALE","CHRONIC LOWER RESPIRATORY DISEASES","2009","30","2"
"ASIAN  and  PACIFIC ISLANDER","FEMALE","CONGENITAL MALFORMATIONS,DEFORMATIONS","2009","14","1"
"ASIAN  and  PACIFIC ISLANDER","FEMALE","DIABETES MELLITUS","2009","55","4"
"ASIAN  and  PACIFIC ISLANDER","FEMALE","DISEASES OF HEART","2009","449","33"
"ASIAN  and  PACIFIC ISLANDER","FEMALE","ESSENTIAL HYPERTENSION AND RENAL DISEASES","2009","18","1"
"ASIAN  and  PACIFIC ISLANDER","FEMALE","INFLUENZA AND PNEUMONIA","2009","83","6"
"ASIAN  and  PACIFIC ISLANDER","FEMALE","INTENTIONAL SELF-HARM (SUICIDE)","2009","18","1"
"ASIAN  and  PACIFIC ISLANDER","FEMALE","MALIGNANT NEOPLASMS","2009","399","29"
"ASIAN  and  PACIFIC ISLANDER","FEMALE","NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS","2009","12","1"
"ASIAN  and  PACIFIC ISLANDER","FEMALE","SEPTICEMIA","2009","7","1"
"ASIAN  and  PACIFIC ISLANDER","FEMALE","VIRAL HEPATITIS","2009","13","1"
"ASIAN  and  PACIFIC ISLANDER","MALE","ACCIDENTS EXCEPT DRUG POISONING","2009","56","3"
"ASIAN  and  PACIFIC ISLANDER","MALE","ALZHEIMERS DISEASE","2009","9","1"
"ASIAN  and  PACIFIC ISLANDER","MALE","AORTIC ANEURYSM AND DISSECTION","2009","11","1"
"ASIAN  and  PACIFIC ISLANDER","MALE","ASSAULT (HOMICIDE)","2009","9","1"
"ASIAN  and  PACIFIC ISLANDER","MALE","BENIGN AND UNCERTAIN NEOPLASMS","2009","11","1"
"ASIAN  and  PACIFIC ISLANDER","MALE","CEREBROVASCULAR DISEASE","2009","58","4"
"ASIAN  and  PACIFIC ISLANDER","MALE","CHRONIC LIVER DISEASE AND CIRRHOSIS","2009","17","1"
"ASIAN  and  PACIFIC ISLANDER","MALE","CHRONIC LOWER RESPIRATORY DISEASES","2009","51","3"
"ASIAN  and  PACIFIC ISLANDER","MALE","CONGENITAL MALFORMATIONS,DEFORMATIONS","2009","14","1"
"ASIAN  and  PACIFIC ISLANDER","MALE","DIABETES MELLITUS","2009","48","3"
"ASIAN  and  PACIFIC ISLANDER","MALE","DISEASES OF HEART","2009","555","34"
"ASIAN  and  PACIFIC ISLANDER","MALE","ESSENTIAL HYPERTENSION AND RENAL DISEASES","2009","26","2"
"ASIAN  and  PACIFIC ISLANDER","MALE","INFLUENZA AND PNEUMONIA","2009","84","5"
"ASIAN  and  PACIFIC ISLANDER","MALE","INTENTIONAL SELF-HARM (SUICIDE)","2009","35","2"
"ASIAN  and  PACIFIC ISLANDER","MALE","MALIGNANT NEOPLASMS","2009","508","31"
"ASIAN  and  PACIFIC ISLANDER","MALE","MENTAL DISORDERS DUE TO USE OF ALCOHOL","2009","8","0"
"ASIAN  and  PACIFIC ISLANDER","MALE","NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS","2009","9","1"
"ASIAN  and  PACIFIC ISLANDER","MALE","PARKINSONS DISEASE","2009","10","1"
